Record_ID,Date,Crop_Name,Variety,Market_Name,District,Quantity_Arrived_kg,Demand_Level,Supply_Level,Weather,Festival_Season,Transportation_Cost,Distance_to_Market_km,Crop_Quality,Storage_Days,Buyer_Type,Farmer_Experience_Years,Market_Competition,Fuel_Price_per_Litre,Profit
R00176,23-10-2026,Pumpkin,Premium,Tiruppur Market,Chennai,3626,Low,Low,Sunny,No,2018,135,Grade C,7,Exporter,24,Medium,104,115814
R00177,27-11-2026,Ladies Finger,Premium,Karur Market,Salem,2925,Low,Medium,Sunny,No,3607,240,Grade A,3,Wholesaler,23,Medium,100,102990
R00178,12-04-2026,Beetroot,Local,Karur Market,Namakkal,2953,Medium,Low,Cloudy,No,2812,22,Grade B,1,Retailer,2,Medium,110,87532
R00179,22-04-2025,Pumpkin,Local,Madurai Market,Karur,1529,High,Low,Cloudy,No,3985,64,Grade B,5,Wholesaler,28,Medium,90,96484
R00180,21-09-2026,Cucumber,Local,Namakkal Market,Dindigul,3618,Medium,Low,Rainy,Yes,1885,76,Grade C,2,Retailer,35,Low,101,110890
R00181,30-11-2025,Carrot,Hybrid,Erode Market,Trichy,4109,High,High,Cloudy,No,3415,155,Grade A,11,Supermarket,30,High,95,105976
R00182,21-11-2026,Radish,Hybrid,Dindigul Market,Dindigul,794,High,Low,Cloudy,Yes,2154,83,Grade A,5,Supermarket,10,High,102,113254
R00183,05-03-2026,Ladies Finger,Local,Dindigul Market,Tiruppur,3565,Low,Medium,Rainy,Yes,4745,47,Grade B,9,Wholesaler,12,Medium,116,69531
R00184,07-04-2026,Ladies Finger,Local,Chennai Market,Coimbatore,4069,Low,Low,Cloudy,No,3551,180,Grade B,13,Exporter,32,Low,92,101997
R00185,02-08-2026,Tomato,Local,Trichy Market,Coimbatore,2351,Low,High,Cloudy,Yes,3946,149,Grade C,15,Retailer,37,Low,98,72120
R00186,11-07-2026,Drumstick,Hybrid,Karur Market,Coimbatore,3715,High,Low,Cloudy,Yes,2227,81,Grade A,14,Supermarket,23,Low,104,137427
R00187,01-05-2025,Beetroot,Local,Madurai Market,Dindigul,2972,High,High,Rainy,No,1559,162,Grade A,6,Wholesaler,4,High,101,69868
R00188,30-06-2026,Brinjal,Premium,Karur Market,Salem,2751,High,Medium,Cloudy,No,4414,235,Grade C,3,Wholesaler,27,Low,98,106783
R00189,03-11-2026,Potato,Premium,Salem Market,Madurai,1298,High,Medium,Sunny,No,4209,41,Grade C,8,Exporter,25,Medium,92,95645
R00190,11-10-2026,Beetroot,Local,Tiruppur Market,Karur,2379,High,Medium,Cloudy,No,2881,153,Grade A,2,Exporter,23,Low,115,122383
R00191,02-07-2026,Cauliflower,Local,Tiruppur Market,Madurai,4152,Medium,Medium,Cloudy,No,4683,152,Grade A,15,Supermarket,4,Low,93,91926
R00192,04-10-2026,Beetroot,Hybrid,Coimbatore Market,Erode,1394,Medium,Medium,Sunny,No,1857,181,Grade A,9,Wholesaler,18,Low,110,90960
R00193,05-01-2026,Brinjal,Local,Chennai Market,Salem,524,Medium,High,Cloudy,Yes,3716,172,Grade A,3,Retailer,14,Medium,92,55799
R00194,16-05-2025,Ladies Finger,Local,Karur Market,Namakkal,176,Low,High,Cloudy,Yes,3659,182,Grade A,15,Retailer,15,Medium,92,39157
R00195,15-04-2025,Onion,Hybrid,Chennai Market,Trichy,1223,Medium,Low,Rainy,Yes,760,140,Grade C,0,Wholesaler,29,Medium,113,82273
R00196,07-08-2025,Pumpkin,Premium,Salem Market,Tiruppur,3724,Low,Low,Sunny,Yes,1208,155,Grade C,12,Supermarket,28,Medium,115,113088
R00197,24-05-2025,Carrot,Hybrid,Erode Market,Madurai,4633,High,High,Rainy,No,419,222,Grade C,9,Wholesaler,34,High,106,76999
R00198,13-07-2025,Radish,Hybrid,Trichy Market,Coimbatore,2060,Medium,Medium,Sunny,Yes,4292,168,Grade C,2,Retailer,24,Medium,94,91285
R00199,01-02-2026,Drumstick,Premium,Tiruppur Market,Chennai,4575,High,Low,Cloudy,Yes,336,155,Grade A,0,Supermarket,14,Low,119,165345
R00200,03-03-2025,Beetroot,Hybrid,Karur Market,Trichy,4204,Medium,Medium,Rainy,No,875,168,Grade C,4,Supermarket,6,Medium,92,94574
R00201,08-06-2026,Cucumber,Local,Salem Market,Karur,2776,Medium,High,Rainy,Yes,2740,183,Grade B,7,Retailer,16,Low,119,76001
R00202,21-03-2026,Onion,Hybrid,Dindigul Market,Dindigul,550,Medium,High,Rainy,Yes,1178,8,Grade C,4,Retailer,11,Medium,120,52017
R00203,22-12-2025,Chilli,Premium,Trichy Market,Salem,3146,Low,High,Cloudy,Yes,440,90,Grade B,8,Retailer,17,High,108,89833
R00204,05-10-2026,Onion,Hybrid,Namakkal Market,Karur,3050,Low,Medium,Rainy,Yes,3212,45,Grade B,3,Retailer,15,High,106,86263
R00205,03-01-2025,Tomato,Local,Madurai Market,Coimbatore,3964,Medium,Medium,Sunny,Yes,489,146,Grade C,13,Wholesaler,21,Low,103,101097
R00206,24-11-2025,Brinjal,Local,Dindigul Market,Chennai,1078,High,High,Sunny,Yes,2028,210,Grade C,1,Exporter,5,Medium,117,91329
R00207,17-10-2025,Beetroot,Hybrid,Chennai Market,Erode,4630,Medium,Low,Cloudy,Yes,2588,149,Grade B,7,Exporter,24,High,105,138171
R00208,20-07-2025,Radish,Premium,Madurai Market,Salem,152,Medium,Low,Sunny,No,278,248,Grade B,0,Exporter,20,Low,96,92494
R00209,27-06-2026,Carrot,Hybrid,Namakkal Market,Coimbatore,1266,High,Medium,Sunny,Yes,2096,234,Grade C,13,Supermarket,30,High,92,95012
R00210,18-08-2026,Onion,Premium,Salem Market,Tiruppur,713,High,High,Sunny,No,1270,65,Grade B,8,Supermarket,26,High,116,93726
R00211,01-12-2025,Cabbage,Hybrid,Trichy Market,Madurai,711,Low,Low,Rainy,Yes,1473,32,Grade A,14,Exporter,21,Medium,93,84847
R00212,03-07-2026,Cabbage,Local,Namakkal Market,Trichy,3895,Medium,Low,Sunny,Yes,2692,216,Grade C,1,Wholesaler,21,Low,92,107613
R00213,30-12-2026,Carrot,Hybrid,Tiruppur Market,Karur,501,High,Medium,Cloudy,Yes,454,248,Grade B,14,Wholesaler,7,Medium,93,81446
R00214,24-05-2025,Onion,Local,Coimbatore Market,Madurai,1170,Low,Medium,Cloudy,Yes,4970,155,Grade B,2,Retailer,5,Low,118,52774
R00215,24-10-2026,Beans,Local,Erode Market,Chennai,1103,Low,Medium,Sunny,Yes,4901,115,Grade C,12,Exporter,2,Medium,111,59063
R00216,13-03-2026,Potato,Hybrid,Madurai Market,Salem,2352,Medium,Medium,Sunny,Yes,2213,170,Grade B,15,Exporter,36,Medium,91,108130
R00217,31-03-2025,Brinjal,Hybrid,Salem Market,Tiruppur,1733,High,High,Sunny,Yes,3333,205,Grade C,11,Exporter,35,Medium,101,106128
R00218,03-08-2026,Chilli,Hybrid,Tiruppur Market,Trichy,1573,Low,Medium,Rainy,Yes,440,234,Grade B,1,Exporter,34,Medium,114,96863
R00219,22-08-2026,Carrot,Local,Erode Market,Madurai,2075,Medium,High,Rainy,Yes,1997,152,Grade B,11,Wholesaler,12,Low,108,80856
R00220,22-11-2025,Beetroot,Premium,Chennai Market,Dindigul,331,High,High,Cloudy,Yes,4812,247,Grade A,15,Supermarket,12,Medium,91,93317
R00221,03-04-2025,Tomato,Local,Dindigul Market,Madurai,263,High,Medium,Sunny,No,1850,211,Grade A,10,Wholesaler,21,Low,90,93015
R00222,01-06-2025,Ladies Finger,Premium,Salem Market,Erode,4411,Medium,Low,Cloudy,No,5000,30,Grade B,9,Supermarket,9,Low,113,117034
R00223,24-03-2026,Beetroot,Premium,Namakkal Market,Chennai,1527,High,High,Rainy,No,2028,175,Grade C,5,Exporter,20,High,112,85677
R00224,29-10-2025,Potato,Local,Coimbatore Market,Dindigul,3307,High,Low,Sunny,No,2009,168,Grade C,3,Exporter,10,Medium,113,100943
R00225,21-03-2025,Carrot,Hybrid,Chennai Market,Salem,826,High,High,Rainy,No,3858,7,Grade B,6,Wholesaler,5,Medium,98,73314
R00226,21-04-2025,Radish,Local,Coimbatore Market,Tiruppur,3689,High,Medium,Sunny,No,4239,230,Grade B,11,Exporter,7,Medium,115,92700
R00227,15-08-2026,Pumpkin,Premium,Madurai Market,Salem,3796,Low,Low,Cloudy,Yes,2810,71,Grade A,2,Supermarket,11,Medium,95,119500
R00228,18-03-2025,Chilli,Local,Chennai Market,Dindigul,4054,High,Low,Cloudy,Yes,3756,45,Grade A,3,Supermarket,14,Low,103,148083
R00229,15-12-2026,Chilli,Premium,Karur Market,Trichy,2406,Medium,Low,Sunny,Yes,3418,151,Grade C,15,Wholesaler,4,Medium,90,98038
R00230,14-03-2026,Onion,Hybrid,Dindigul Market,Namakkal,1735,Low,Low,Sunny,Yes,2590,25,Grade B,3,Supermarket,26,Medium,105,95254
R00231,08-11-2026,Brinjal,Local,Karur Market,Tiruppur,1614,Medium,Medium,Cloudy,Yes,3851,16,Grade B,14,Exporter,17,Low,116,88018
R00232,03-10-2025,Ladies Finger,Local,Salem Market,Erode,802,High,Medium,Rainy,No,2063,146,Grade A,12,Exporter,35,High,117,86672
R00233,02-05-2026,Ladies Finger,Local,Namakkal Market,Trichy,746,Medium,High,Sunny,Yes,1185,248,Grade B,5,Wholesaler,14,Low,94,79148
R00234,13-02-2025,Cauliflower,Local,Tiruppur Market,Madurai,1311,High,Medium,Cloudy,Yes,912,104,Grade C,12,Supermarket,18,High,104,74373
R00235,13-01-2025,Beetroot,Premium,Dindigul Market,Dindigul,4380,Medium,Low,Cloudy,Yes,1414,150,Grade C,3,Retailer,37,Low,115,110848
R00236,20-10-2025,Drumstick,Premium,Chennai Market,Tiruppur,2263,Medium,High,Cloudy,No,506,49,Grade B,12,Wholesaler,40,High,111,101172
R00237,12-12-2026,Cauliflower,Local,Tiruppur Market,Chennai,2046,Low,High,Cloudy,No,3251,10,Grade B,9,Supermarket,18,Medium,117,53892
R00238,14-12-2026,Pumpkin,Local,Madurai Market,Salem,2561,High,Medium,Cloudy,No,3614,159,Grade C,2,Wholesaler,29,Low,119,85443
R00239,21-02-2026,Radish,Hybrid,Karur Market,Chennai,560,High,Low,Sunny,No,4351,108,Grade A,0,Wholesaler,13,Low,116,101586
R00240,01-03-2025,Carrot,Local,Namakkal Market,Coimbatore,3052,High,Low,Cloudy,No,4002,134,Grade B,3,Retailer,16,Medium,105,109890
R00241,01-09-2026,Beans,Local,Namakkal Market,Dindigul,4616,Medium,Medium,Sunny,No,940,77,Grade A,12,Retailer,11,High,114,98857
R00242,08-08-2025,Drumstick,Local,Madurai Market,Madurai,2304,High,Medium,Rainy,Yes,272,126,Grade A,5,Retailer,15,Medium,109,110661
R00243,09-11-2025,Radish,Premium,Trichy Market,Tiruppur,3184,Medium,Medium,Cloudy,Yes,4023,82,Grade C,12,Retailer,1,High,111,79263
R00244,19-01-2026,Chilli,Premium,Dindigul Market,Dindigul,2415,Medium,High,Sunny,No,722,91,Grade B,10,Supermarket,17,High,112,100033
R00245,30-10-2026,Brinjal,Local,Salem Market,Karur,2068,Low,High,Cloudy,No,1346,189,Grade A,15,Supermarket,17,Medium,102,69156
R00246,02-02-2026,Radish,Local,Dindigul Market,Dindigul,1655,Medium,High,Rainy,Yes,4579,168,Grade B,11,Supermarket,11,High,118,64144
R00247,26-07-2026,Potato,Hybrid,Erode Market,Namakkal,1148,High,Medium,Rainy,Yes,2949,172,Grade A,7,Supermarket,15,High,117,81581
R00248,11-11-2025,Cauliflower,Hybrid,Chennai Market,Trichy,4896,Medium,Medium,Sunny,No,639,226,Grade C,2,Exporter,13,High,93,117786
R00249,29-11-2026,Cauliflower,Premium,Trichy Market,Tiruppur,542,Low,Low,Sunny,No,3552,150,Grade B,4,Supermarket,12,Low,105,85752
R00250,07-12-2025,Pumpkin,Local,Chennai Market,Coimbatore,138,Medium,Medium,Sunny,Yes,4920,200,Grade A,15,Retailer,9,High,103,56335
R00251,11-10-2026,Cauliflower,Hybrid,Tiruppur Market,Namakkal,3240,Low,Low,Rainy,Yes,3256,248,Grade A,10,Wholesaler,2,High,90,70760
R00252,04-10-2026,Radish,Local,Madurai Market,Chennai,2656,Low,Low,Cloudy,No,1568,21,Grade A,9,Supermarket,30,High,106,87498
R00253,03-09-2026,Chilli,Hybrid,Tiruppur Market,Salem,2907,Medium,Medium,Sunny,Yes,3504,9,Grade A,7,Wholesaler,14,High,90,108643
R00254,27-08-2026,Chilli,Local,Erode Market,Chennai,406,Medium,High,Cloudy,Yes,592,174,Grade A,0,Retailer,8,Medium,104,63587
R00255,25-01-2026,Onion,Premium,Trichy Market,Namakkal,1354,Low,High,Rainy,Yes,2666,112,Grade C,3,Supermarket,40,High,112,56660
R00256,21-05-2025,Cauliflower,Local,Karur Market,Dindigul,1064,Medium,Low,Sunny,No,1827,160,Grade A,8,Wholesaler,23,High,103,89617
R00257,30-10-2025,Potato,Local,Karur Market,Namakkal,1801,High,Medium,Cloudy,Yes,222,8,Grade C,2,Retailer,37,High,105,85201
R00258,02-06-2025,Onion,Premium,Erode Market,Erode,2196,High,Low,Cloudy,No,2363,123,Grade A,3,Wholesaler,3,Medium,101,119210
R00259,25-11-2026,Cabbage,Hybrid,Erode Market,Erode,475,Low,Low,Rainy,Yes,2892,96,Grade B,8,Retailer,24,Medium,95,74646
R00260,27-04-2025,Cauliflower,Hybrid,Namakkal Market,Trichy,3259,High,Medium,Cloudy,Yes,1126,38,Grade C,1,Wholesaler,7,Medium,119,95030
R00261,28-08-2026,Beans,Premium,Namakkal Market,Salem,3210,Medium,High,Sunny,Yes,4157,240,Grade B,3,Exporter,29,Low,92,130471
R00262,25-09-2025,Pumpkin,Hybrid,Coimbatore Market,Karur,4823,High,High,Sunny,No,4452,138,Grade C,3,Exporter,16,Medium,101,98262
R00263,11-11-2026,Pumpkin,Premium,Tiruppur Market,Salem,4673,High,Low,Sunny,Yes,4341,222,Grade B,15,Wholesaler,5,Medium,100,123744
R00264,04-09-2025,Cabbage,Hybrid,Coimbatore Market,Karur,1924,High,High,Cloudy,No,2125,25,Grade B,14,Exporter,6,Medium,104,81693
R00265,20-11-2025,Onion,Hybrid,Coimbatore Market,Erode,3404,Medium,Low,Rainy,Yes,944,207,Grade C,9,Wholesaler,30,Medium,101,88265
R00266,25-02-2025,Drumstick,Local,Namakkal Market,Chennai,4688,High,High,Cloudy,No,3907,34,Grade A,7,Retailer,22,Medium,116,104892
R00267,11-10-2026,Beetroot,Hybrid,Karur Market,Karur,3162,High,Low,Sunny,Yes,4233,40,Grade C,13,Retailer,17,High,96,94793
R00268,12-07-2025,Onion,Hybrid,Madurai Market,Namakkal,1661,High,Medium,Sunny,No,580,242,Grade C,3,Exporter,30,High,108,89744
R00269,01-06-2026,Potato,Hybrid,Coimbatore Market,Karur,497,High,Medium,Rainy,No,4364,204,Grade A,5,Wholesaler,7,Medium,111,75534
R00270,07-09-2026,Ladies Finger,Hybrid,Karur Market,Tiruppur,3529,High,High,Sunny,No,3459,92,Grade B,14,Wholesaler,9,Medium,109,95414
R00271,18-12-2026,Cucumber,Premium,Karur Market,Trichy,4587,Medium,High,Rainy,Yes,1845,58,Grade C,9,Supermarket,9,High,110,101129
R00272,02-07-2025,Chilli,Premium,Chennai Market,Erode,2985,High,Medium,Rainy,No,4573,78,Grade B,0,Retailer,2,Medium,94,108702
R00273,24-02-2025,Pumpkin,Local,Madurai Market,Trichy,1418,Medium,High,Cloudy,Yes,708,181,Grade B,6,Retailer,23,Medium,93,75107
R00274,23-09-2026,Drumstick,Premium,Karur Market,Madurai,4697,Medium,Low,Rainy,No,584,242,Grade B,12,Exporter,21,High,91,123992
R00275,14-01-2025,Radish,Hybrid,Madurai Market,Dindigul,3729,Low,High,Rainy,No,4677,194,Grade C,6,Wholesaler,19,Medium,95,65631
R00276,01-12-2026,Onion,Local,Salem Market,Karur,1077,Medium,Low,Cloudy,No,4759,72,Grade A,5,Supermarket,1,Medium,104,83695
R00277,28-12-2026,Cucumber,Local,Coimbatore Market,Salem,2742,High,Low,Rainy,No,4218,207,Grade C,11,Retailer,21,High,97,74574
R00278,08-07-2025,Chilli,Local,Karur Market,Salem,3507,High,High,Cloudy,Yes,3062,61,Grade A,10,Supermarket,24,Medium,96,115959
R00279,26-09-2026,Chilli,Hybrid,Karur Market,Coimbatore,1039,High,Medium,Cloudy,Yes,2197,250,Grade A,10,Exporter,8,Medium,98,109113
R00280,08-07-2026,Radish,Hybrid,Coimbatore Market,Karur,3171,High,High,Cloudy,No,559,80,Grade C,6,Supermarket,33,Low,120,86608
R00281,09-04-2025,Potato,Premium,Karur Market,Coimbatore,636,Low,High,Rainy,Yes,3675,218,Grade A,6,Exporter,5,High,111,58981
R00282,07-06-2025,Tomato,Hybrid,Chennai Market,Coimbatore,816,Low,Low,Sunny,No,4771,23,Grade C,7,Supermarket,27,Medium,104,77746
R00283,08-10-2026,Cauliflower,Hybrid,Chennai Market,Coimbatore,3290,High,Low,Rainy,Yes,718,198,Grade C,1,Retailer,23,High,93,106049
R00284,24-10-2025,Beetroot,Premium,Trichy Market,Dindigul,808,Medium,Medium,Cloudy,No,452,126,Grade A,7,Wholesaler,26,High,99,93039
R00285,12-10-2026,Potato,Hybrid,Chennai Market,Coimbatore,4634,High,Low,Sunny,Yes,241,151,Grade C,12,Retailer,20,Low,113,116964
R00286,19-12-2025,Carrot,Hybrid,Karur Market,Salem,1418,Low,Low,Rainy,No,1791,34,Grade A,1,Exporter,36,Low,99,102496
R00287,19-11-2026,Onion,Hybrid,Erode Market,Madurai,4856,Medium,Medium,Cloudy,Yes,2121,30,Grade B,2,Wholesaler,21,Medium,104,117217
R00288,03-12-2025,Ladies Finger,Premium,Trichy Market,Dindigul,1348,High,High,Cloudy,No,3708,48,Grade A,10,Wholesaler,15,High,113,91745
R00289,19-10-2026,Cauliflower,Hybrid,Chennai Market,Salem,2816,Medium,Medium,Cloudy,No,2702,129,Grade C,3,Wholesaler,39,Low,116,88740
R00290,15-10-2025,Drumstick,Local,Karur Market,Madurai,2256,High,High,Sunny,Yes,352,222,Grade C,0,Exporter,38,Low,119,111702
R00291,07-02-2025,Chilli,Hybrid,Karur Market,Karur,3967,High,Low,Cloudy,No,2029,233,Grade C,9,Wholesaler,30,High,106,109666
R00292,03-04-2025,Cauliflower,Hybrid,Karur Market,Coimbatore,2056,High,High,Sunny,Yes,3855,45,Grade A,4,Exporter,23,Low,97,109592
R00293,15-05-2026,Carrot,Local,Trichy Market,Chennai,2017,Low,High,Sunny,No,3379,125,Grade B,1,Retailer,21,Low,112,56776
R00294,18-06-2026,Pumpkin,Hybrid,Trichy Market,Dindigul,4559,High,Low,Cloudy,No,3192,155,Grade C,2,Supermarket,25,Low,106,113285
R00295,20-02-2026,Cabbage,Hybrid,Namakkal Market,Namakkal,154,High,Low,Cloudy,Yes,2084,24,Grade C,8,Wholesaler,10,Low,95,94384
R00296,06-01-2026,Ladies Finger,Premium,Erode Market,Madurai,3496,Medium,High,Sunny,No,4122,127,Grade A,5,Exporter,2,Low,91,114554
R00297,11-05-2025,Ladies Finger,Premium,Salem Market,Salem,4299,Low,High,Sunny,Yes,1562,71,Grade A,12,Retailer,19,Low,96,109984
R00298,05-04-2026,Ladies Finger,Hybrid,Namakkal Market,Salem,1897,Medium,High,Sunny,Yes,4384,72,Grade A,10,Exporter,39,High,92,111934
R00299,24-08-2025,Cauliflower,Hybrid,Salem Market,Erode,235,Low,High,Rainy,No,1425,160,Grade A,5,Exporter,40,High,91,58029
R00300,29-06-2026,Chilli,Local,Erode Market,Namakkal,1167,High,High,Sunny,No,4476,112,Grade B,1,Exporter,15,Medium,115,88262
R00301,26-01-2026,Cabbage,Premium,Dindigul Market,Erode,3585,Low,Medium,Cloudy,Yes,886,77,Grade C,13,Supermarket,13,Low,112,104237
R00302,08-01-2025,Ladies Finger,Premium,Erode Market,Karur,158,Medium,High,Sunny,No,3549,97,Grade A,4,Exporter,38,Medium,98,102621
R00303,03-07-2026,Cauliflower,Premium,Chennai Market,Dindigul,2357,High,Medium,Sunny,No,4722,205,Grade C,15,Wholesaler,24,High,107,73536
R00304,11-05-2026,Brinjal,Hybrid,Dindigul Market,Chennai,3361,High,Low,Rainy,Yes,2082,119,Grade C,5,Retailer,14,High,102,87698
R00305,13-12-2025,Beetroot,Premium,Dindigul Market,Coimbatore,1416,Medium,High,Sunny,Yes,1390,125,Grade C,13,Retailer,5,Medium,97,73265
R00306,15-01-2026,Onion,Premium,Coimbatore Market,Tiruppur,3382,High,High,Rainy,No,670,247,Grade A,15,Exporter,1,Low,117,97771
R00307,04-11-2026,Cucumber,Premium,Trichy Market,Madurai,375,High,High,Rainy,Yes,1588,177,Grade A,11,Wholesaler,1,Low,92,81044
R00308,10-10-2025,Beetroot,Hybrid,Chennai Market,Tiruppur,3421,High,Low,Rainy,Yes,762,240,Grade A,9,Supermarket,23,Medium,97,114862
R00309,13-09-2026,Carrot,Hybrid,Tiruppur Market,Dindigul,138,Medium,Low,Cloudy,Yes,4776,23,Grade C,9,Supermarket,8,High,120,72245
R00310,21-09-2025,Cucumber,Premium,Dindigul Market,Trichy,3727,Medium,High,Cloudy,Yes,2982,203,Grade B,14,Retailer,31,Low,98,110081
R00311,11-03-2025,Cauliflower,Premium,Madurai Market,Madurai,2686,Medium,Medium,Rainy,Yes,2357,68,Grade B,2,Exporter,22,Low,107,128403
R00312,02-07-2025,Beans,Hybrid,Chennai Market,Madurai,4799,Medium,Low,Rainy,Yes,4287,193,Grade A,7,Wholesaler,17,Low,97,122479
R00313,27-07-2025,Drumstick,Local,Dindigul Market,Chennai,1377,Low,Low,Sunny,No,254,200,Grade C,1,Exporter,24,High,100,68131
R00314,20-05-2026,Cucumber,Premium,Trichy Market,Namakkal,1598,High,Medium,Cloudy,Yes,4924,37,Grade A,13,Exporter,35,Low,106,133750
R00315,22-12-2025,Cauliflower,Premium,Salem Market,Namakkal,1086,High,High,Cloudy,No,268,8,Grade C,6,Exporter,38,Low,100,101772
R00316,06-01-2026,Ladies Finger,Hybrid,Salem Market,Karur,2253,Low,Medium,Cloudy,No,3197,52,Grade B,13,Wholesaler,27,High,114,64506
R00317,17-01-2026,Cabbage,Hybrid,Trichy Market,Namakkal,1573,High,Low,Rainy,Yes,1018,189,Grade B,7,Exporter,25,Low,94,126264
R00318,03-06-2025,Beans,Local,Salem Market,Tiruppur,4192,Low,High,Rainy,No,4186,81,Grade B,1,Exporter,7,High,95,83922
R00319,03-03-2025,Carrot,Hybrid,Namakkal Market,Erode,3785,High,Medium,Cloudy,No,3151,148,Grade C,8,Supermarket,2,Medium,93,104089
R00320,26-12-2025,Drumstick,Premium,Dindigul Market,Madurai,4825,High,High,Rainy,Yes,2531,95,Grade B,15,Exporter,6,Medium,109,115671
R00321,21-10-2025,Beans,Premium,Salem Market,Salem,2863,Medium,High,Rainy,No,784,25,Grade A,10,Wholesaler,21,Medium,110,104969
R00322,26-10-2025,Radish,Hybrid,Dindigul Market,Tiruppur,2322,Medium,Medium,Rainy,No,3591,47,Grade A,0,Wholesaler,16,High,98,84951
R00323,19-12-2026,Radish,Local,Madurai Market,Salem,3352,Low,Low,Sunny,No,4692,18,Grade A,12,Retailer,7,Medium,109,75617
R00324,09-06-2025,Onion,Premium,Tiruppur Market,Trichy,1978,Low,High,Cloudy,No,1235,38,Grade C,5,Retailer,3,High,101,59864
R00325,30-11-2025,Drumstick,Hybrid,Namakkal Market,Karur,2331,High,Medium,Sunny,Yes,3940,166,Grade C,13,Supermarket,23,Medium,107,94708
R00326,21-08-2025,Beetroot,Local,Namakkal Market,Trichy,3096,Medium,Medium,Sunny,No,286,5,Grade C,4,Supermarket,19,Medium,107,92573
R00327,09-01-2025,Radish,Hybrid,Namakkal Market,Trichy,174,Medium,Medium,Rainy,Yes,259,145,Grade B,6,Exporter,36,Medium,102,83808
R00328,13-09-2025,Potato,Premium,Tiruppur Market,Tiruppur,1907,Medium,Low,Cloudy,Yes,4432,200,Grade C,8,Supermarket,35,Medium,103,98475
R00329,12-07-2025,Drumstick,Local,Salem Market,Salem,2472,Low,High,Cloudy,No,2429,184,Grade C,15,Wholesaler,21,Low,94,48817
R00330,20-02-2025,Chilli,Local,Salem Market,Erode,2411,Medium,Low,Rainy,No,267,64,Grade A,4,Retailer,32,Low,100,106958
R00331,07-03-2026,Brinjal,Hybrid,Chennai Market,Namakkal,359,Medium,Low,Sunny,Yes,2383,203,Grade B,2,Exporter,12,Low,118,110359
R00332,14-09-2025,Drumstick,Hybrid,Coimbatore Market,Erode,2139,Medium,Medium,Sunny,Yes,1831,122,Grade C,3,Wholesaler,31,Medium,111,102035
R00333,16-11-2025,Cucumber,Hybrid,Salem Market,Coimbatore,4602,High,Low,Cloudy,No,2647,55,Grade B,1,Wholesaler,8,Low,110,116362
R00334,21-03-2026,Cabbage,Local,Salem Market,Trichy,4889,Low,Medium,Sunny,Yes,544,153,Grade C,15,Wholesaler,24,Low,97,99500
R00335,11-06-2025,Beans,Local,Dindigul Market,Chennai,591,Low,Medium,Rainy,Yes,4593,207,Grade A,4,Exporter,15,Medium,107,76843
R00336,23-10-2026,Beetroot,Hybrid,Namakkal Market,Madurai,274,High,Medium,Cloudy,Yes,2253,235,Grade A,15,Exporter,36,Medium,107,106949
R00337,15-12-2026,Beans,Local,Dindigul Market,Salem,4553,Medium,Medium,Rainy,No,2455,227,Grade C,5,Retailer,34,Low,104,80435
R00338,30-10-2025,Drumstick,Hybrid,Karur Market,Chennai,3819,Low,High,Rainy,No,1719,231,Grade A,11,Wholesaler,21,High,92,69227
R00339,06-11-2026,Chilli,Hybrid,Madurai Market,Karur,4175,High,Low,Rainy,No,2842,109,Grade C,10,Retailer,7,High,111,90750
R00340,10-03-2025,Tomato,Local,Salem Market,Coimbatore,1755,Low,Medium,Sunny,Yes,460,151,Grade C,12,Exporter,34,High,112,74365
R00341,28-08-2026,Brinjal,Local,Chennai Market,Madurai,680,Low,Low,Rainy,No,855,124,Grade C,1,Supermarket,36,High,120,65503
R00342,02-03-2026,Drumstick,Hybrid,Coimbatore Market,Dindigul,2277,High,Low,Rainy,Yes,2689,24,Grade A,3,Retailer,15,High,102,113936
R00343,14-07-2025,Carrot,Premium,Madurai Market,Dindigul,1565,High,High,Rainy,No,1064,201,Grade C,11,Exporter,28,Low,95,91037
R00344,04-07-2025,Chilli,Hybrid,Karur Market,Chennai,1395,High,High,Cloudy,No,2781,145,Grade B,11,Exporter,28,High,100,98206
R00345,16-09-2026,Carrot,Premium,Karur Market,Madurai,3172,High,High,Cloudy,No,3906,119,Grade B,0,Retailer,19,High,90,87222
R00346,15-06-2026,Potato,Hybrid,Coimbatore Market,Trichy,1917,Low,Medium,Sunny,No,4735,135,Grade C,4,Retailer,3,Medium,101,52637
R00347,09-06-2025,Potato,Hybrid,Chennai Market,Dindigul,2146,Low,Medium,Cloudy,Yes,4873,107,Grade C,6,Retailer,21,Medium,95,61210
